sentiment,source,length
positive,IMDB Review,207
positive,IMDB Review,429
positive,IMDB Review,176
positive,IMDB Review,201
negative,IMDB Review,178
negative,IMDB Review,165
positive,IMDB Review,118
negative,IMDB Review,126
positive,IMDB Review,172
positive,IMDB Review,446
positive,IMDB Review,220
positive,IMDB Review,253
positive,IMDB Review,36
positive,IMDB Review,247
positive,IMDB Review,132
negative,IMDB Review,422
positive,IMDB Review,203
negative,IMDB Review,170
positive,IMDB Review,159
positive,IMDB Review,152
negative,IMDB Review,149
positive,IMDB Review,150
negative,IMDB Review,243
positive,IMDB Review,108
positive,IMDB Review,165
positive,IMDB Review,219
negative,IMDB Review,338
negative,IMDB Review,132
negative,IMDB Review,89
negative,IMDB Review,552
positive,IMDB Review,104
positive,IMDB Review,231
negative,IMDB Review,132
negative,IMDB Review,324
positive,IMDB Review,67
positive,IMDB Review,125
negative,IMDB Review,165
positive,IMDB Review,249
positive,IMDB Review,277
positive,IMDB Review,158
positive,IMDB Review,230
positive,IMDB Review,202
negative,IMDB Review,177
negative,IMDB Review,525
positive,IMDB Review,950
positive,IMDB Review,58
negative,IMDB Review,170
negative,IMDB Review,375
negative,IMDB Review,358
negative,IMDB Review,131
negative,IMDB Review,191
negative,IMDB Review,159
positive,IMDB Review,123
positive,IMDB Review,324
positive,IMDB Review,195
positive,IMDB Review,122
negative,IMDB Review,341
negative,IMDB Review,239
negative,IMDB Review,180
negative,IMDB Review,142
positive,IMDB Review,129
positive,IMDB Review,124
negative,IMDB Review,140
positive,IMDB Review,187
positive,IMDB Review,60
negative,IMDB Review,238
negative,IMDB Review,644
negative,IMDB Review,321
positive,IMDB Review,165
negative,IMDB Review,112
positive,IMDB Review,255
negative,IMDB Review,110
positive,IMDB Review,327
positive,IMDB Review,452
negative,IMDB Review,180
positive,IMDB Review,136
negative,IMDB Review,153
negative,IMDB Review,83
negative,IMDB Review,404
positive,IMDB Review,72
negative,IMDB Review,655
positive,IMDB Review,164
negative,IMDB Review,443
negative,IMDB Review,120
positive,IMDB Review,117
positive,IMDB Review,89
negative,IMDB Review,99
positive,IMDB Review,223
positive,IMDB Review,108
negative,IMDB Review,199
positive,IMDB Review,136
negative,IMDB Review,514
positive,IMDB Review,132
positive,IMDB Review,527
negative,IMDB Review,139
positive,IMDB Review,199
negative,IMDB Review,166
negative,IMDB Review,280
positive,IMDB Review,46
positive,IMDB Review,119
negative,IMDB Review,188
negative,IMDB Review,131
positive,IMDB Review,103
positive,IMDB Review,479
positive,IMDB Review,56
positive,IMDB Review,112
negative,IMDB Review,131
positive,IMDB Review,181
negative,IMDB Review,133
negative,IMDB Review,165
negative,IMDB Review,461
positive,IMDB Review,93
positive,IMDB Review,228
positive,IMDB Review,352
positive,IMDB Review,140
negative,IMDB Review,181
negative,IMDB Review,529
negative,IMDB Review,149
negative,IMDB Review,114
negative,IMDB Review,67
positive,IMDB Review,65
negative,IMDB Review,125
positive,IMDB Review,178
negative,IMDB Review,137
negative,IMDB Review,141
positive,IMDB Review,119
positive,IMDB Review,134
negative,IMDB Review,236
positive,IMDB Review,136
negative,IMDB Review,134
positive,IMDB Review,49
negative,IMDB Review,368
negative,IMDB Review,166
positive,IMDB Review,158
negative,IMDB Review,361
positive,IMDB Review,152
negative,IMDB Review,134
positive,IMDB Review,1839
negative,IMDB Review,125
positive,IMDB Review,373
positive,IMDB Review,155
positive,IMDB Review,57
negative,IMDB Review,140
negative,IMDB Review,722
negative,IMDB Review,200
negative,IMDB Review,387
positive,IMDB Review,332
negative,IMDB Review,157
positive,IMDB Review,115
negative,IMDB Review,229
positive,IMDB Review,220
positive,IMDB Review,128
negative,IMDB Review,179
positive,IMDB Review,131
positive,IMDB Review,175
negative,IMDB Review,171
negative,IMDB Review,286
negative,IMDB Review,329
negative,IMDB Review,142
positive,IMDB Review,74
positive,IMDB Review,540
negative,IMDB Review,169
negative,IMDB Review,137
positive,IMDB Review,102
negative,IMDB Review,170
positive,IMDB Review,101
positive,IMDB Review,295
negative,IMDB Review,143
positive,IMDB Review,139
positive,IMDB Review,395
negative,IMDB Review,350
positive,IMDB Review,171
positive,IMDB Review,563
positive,IMDB Review,185
negative,IMDB Review,91
negative,IMDB Review,139
negative,IMDB Review,102
negative,IMDB Review,158
positive,IMDB Review,163
negative,IMDB Review,358
positive,IMDB Review,110
positive,IMDB Review,296
negative,IMDB Review,773
positive,IMDB Review,275
negative,IMDB Review,181
positive,IMDB Review,133
negative,IMDB Review,105
negative,IMDB Review,429
positive,IMDB Review,499
positive,IMDB Review,117
negative,IMDB Review,150
negative,IMDB Review,172
negative,IMDB Review,242
negative,IMDB Review,140
negative,IMDB Review,537
negative,IMDB Review,140
negative,IMDB Review,183
positive,IMDB Review,174
positive,IMDB Review,96
positive,IMDB Review,194
positive,IMDB Review,518
negative,IMDB Review,75
negative,IMDB Review,136
positive,IMDB Review,47
negative,IMDB Review,49
positive,IMDB Review,163
negative,IMDB Review,160
negative,IMDB Review,455
negative,IMDB Review,67
positive,IMDB Review,131
positive,IMDB Review,712
negative,IMDB Review,556
positive,IMDB Review,155
negative,IMDB Review,101
positive,IMDB Review,173
positive,IMDB Review,113
negative,IMDB Review,293
positive,IMDB Review,71
negative,IMDB Review,92
negative,IMDB Review,580
positive,IMDB Review,243
negative,IMDB Review,155
positive,IMDB Review,135
positive,IMDB Review,207
negative,IMDB Review,248
negative,IMDB Review,502
negative,IMDB Review,171
negative,IMDB Review,651
negative,IMDB Review,204
negative,IMDB Review,96
positive,IMDB Review,267
negative,IMDB Review,306
negative,IMDB Review,542
positive,IMDB Review,349
negative,IMDB Review,85
negative,IMDB Review,289
positive,IMDB Review,469
negative,IMDB Review,45
positive,IMDB Review,389
negative,IMDB Review,434
positive,IMDB Review,397
negative,IMDB Review,620
negative,IMDB Review,355
negative,IMDB Review,186
negative,IMDB Review,139
negative,IMDB Review,396
positive,IMDB Review,101
positive,IMDB Review,85
positive,IMDB Review,144
negative,IMDB Review,252
negative,IMDB Review,148
negative,IMDB Review,324
negative,IMDB Review,90
positive,IMDB Review,196
positive,IMDB Review,184
positive,IMDB Review,129
negative,IMDB Review,118
negative,IMDB Review,154
negative,IMDB Review,440
positive,IMDB Review,134
negative,IMDB Review,986
negative,IMDB Review,588
negative,IMDB Review,148
positive,IMDB Review,375
positive,IMDB Review,161
positive,IMDB Review,114
positive,IMDB Review,390
positive,IMDB Review,114
positive,IMDB Review,181
negative,IMDB Review,28
negative,IMDB Review,201
negative,IMDB Review,112
negative,IMDB Review,420
positive,IMDB Review,166
negative,IMDB Review,115
positive,IMDB Review,403
positive,IMDB Review,297
positive,IMDB Review,216
positive,IMDB Review,460
negative,IMDB Review,134
positive,IMDB Review,43
negative,IMDB Review,413
negative,IMDB Review,316
negative,IMDB Review,252
positive,IMDB Review,117
negative,IMDB Review,254
negative,IMDB Review,224
positive,IMDB Review,71
negative,IMDB Review,115
positive,IMDB Review,299
negative,IMDB Review,328
negative,IMDB Review,58
negative,IMDB Review,214
negative,IMDB Review,186
positive,IMDB Review,142
negative,IMDB Review,174
negative,IMDB Review,205
negative,IMDB Review,188
positive,IMDB Review,159
positive,IMDB Review,138
negative,IMDB Review,155
positive,IMDB Review,175
negative,IMDB Review,138
negative,IMDB Review,102
negative,IMDB Review,345
negative,IMDB Review,267
positive,IMDB Review,618
negative,IMDB Review,702
negative,IMDB Review,245
negative,IMDB Review,141
negative,IMDB Review,57
positive,IMDB Review,47
negative,IMDB Review,57
negative,IMDB Review,224
negative,IMDB Review,63
negative,IMDB Review,103
positive,IMDB Review,41
positive,IMDB Review,180
negative,IMDB Review,72
positive,IMDB Review,195
negative,IMDB Review,56
negative,IMDB Review,253
positive,IMDB Review,80
positive,IMDB Review,565
positive,IMDB Review,544
negative,IMDB Review,384
positive,IMDB Review,171
negative,IMDB Review,102
positive,IMDB Review,121
negative,IMDB Review,301
negative,IMDB Review,137
positive,IMDB Review,135
negative,IMDB Review,353
positive,IMDB Review,126
positive,IMDB Review,86
negative,IMDB Review,114
positive,IMDB Review,62
positive,IMDB Review,136
positive,IMDB Review,170
positive,IMDB Review,152
positive,IMDB Review,120
negative,IMDB Review,263
negative,IMDB Review,169
negative,IMDB Review,349
positive,IMDB Review,204
positive,IMDB Review,48
positive,IMDB Review,148
positive,IMDB Review,595
positive,IMDB Review,339
positive,IMDB Review,321
negative,IMDB Review,141
positive,IMDB Review,254
negative,IMDB Review,129
negative,IMDB Review,162
positive,IMDB Review,141
negative,IMDB Review,407
positive,IMDB Review,70
negative,IMDB Review,257
positive,IMDB Review,113
negative,IMDB Review,117
negative,IMDB Review,432
negative,IMDB Review,64
negative,IMDB Review,163
negative,IMDB Review,217
negative,IMDB Review,255
negative,IMDB Review,166
negative,IMDB Review,199
positive,IMDB Review,120
positive,IMDB Review,243
negative,IMDB Review,154
negative,IMDB Review,329
positive,IMDB Review,107
negative,IMDB Review,129
negative,IMDB Review,46
negative,IMDB Review,224
positive,IMDB Review,325
negative,IMDB Review,324
negative,IMDB Review,431
negative,IMDB Review,122
positive,IMDB Review,201
negative,IMDB Review,319
positive,IMDB Review,91
negative,IMDB Review,106
negative,IMDB Review,141
negative,IMDB Review,365
positive,IMDB Review,270
negative,IMDB Review,225
negative,IMDB Review,305
positive,IMDB Review,293
negative,IMDB Review,223
negative,IMDB Review,277
positive,IMDB Review,114
negative,IMDB Review,378
positive,IMDB Review,112
positive,IMDB Review,180
positive,IMDB Review,63
negative,IMDB Review,244
positive,IMDB Review,135
negative,IMDB Review,140
negative,IMDB Review,46
positive,IMDB Review,154
negative,IMDB Review,185
positive,IMDB Review,164
negative,IMDB Review,281
negative,IMDB Review,247
positive,IMDB Review,995
positive,IMDB Review,141
negative,IMDB Review,136
positive,IMDB Review,147
positive,IMDB Review,161
negative,IMDB Review,132
negative,IMDB Review,218
positive,IMDB Review,358
positive,IMDB Review,371
negative,IMDB Review,269
negative,IMDB Review,121
positive,IMDB Review,346
negative,IMDB Review,269
negative,IMDB Review,385
negative,IMDB Review,246
positive,IMDB Review,369
positive,IMDB Review,181
negative,IMDB Review,113
negative,IMDB Review,144
positive,IMDB Review,567
positive,IMDB Review,279
negative,IMDB Review,206
negative,IMDB Review,143
positive,IMDB Review,202
positive,IMDB Review,50
negative,IMDB Review,282
positive,IMDB Review,221
positive,IMDB Review,108
negative,IMDB Review,53
positive,IMDB Review,403
negative,IMDB Review,394
positive,IMDB Review,118
positive,IMDB Review,395
negative,IMDB Review,998
negative,IMDB Review,209
positive,IMDB Review,568
positive,IMDB Review,305
negative,IMDB Review,94
negative,IMDB Review,369
negative,IMDB Review,273
negative,IMDB Review,398
negative,IMDB Review,813
positive,IMDB Review,109
positive,IMDB Review,568
negative,IMDB Review,95
negative,IMDB Review,205
positive,IMDB Review,132
positive,IMDB Review,120
positive,IMDB Review,683
negative,IMDB Review,164
positive,IMDB Review,71
positive,IMDB Review,177
positive,IMDB Review,52
negative,IMDB Review,126
positive,IMDB Review,369
positive,IMDB Review,201
negative,IMDB Review,105
positive,IMDB Review,143
negative,IMDB Review,580
positive,IMDB Review,144
negative,IMDB Review,198
positive,IMDB Review,214
negative,IMDB Review,158
positive,IMDB Review,334
positive,IMDB Review,120
positive,IMDB Review,55
negative,IMDB Review,69
positive,IMDB Review,189
negative,IMDB Review,391
positive,IMDB Review,209
negative,IMDB Review,176
negative,IMDB Review,204
negative,IMDB Review,58
positive,IMDB Review,273
positive,IMDB Review,184
positive,IMDB Review,137
positive,IMDB Review,472
negative,IMDB Review,364
positive,IMDB Review,217
negative,IMDB Review,94
negative,IMDB Review,145
negative,IMDB Review,129
positive,IMDB Review,90
negative,IMDB Review,305
positive,IMDB Review,180
negative,IMDB Review,120
positive,IMDB Review,228
positive,IMDB Review,134
positive,IMDB Review,122
positive,IMDB Review,123
positive,IMDB Review,120
positive,IMDB Review,133
positive,IMDB Review,54
positive,IMDB Review,201
negative,IMDB Review,81
positive,IMDB Review,127
positive,IMDB Review,193
negative,IMDB Review,106
positive,IMDB Review,209
negative,IMDB Review,229
positive,IMDB Review,220
positive,IMDB Review,422
negative,IMDB Review,195
positive,IMDB Review,252
negative,IMDB Review,382
positive,IMDB Review,203
positive,IMDB Review,623
positive,IMDB Review,147
positive,IMDB Review,44
positive,IMDB Review,107
positive,IMDB Review,203
negative,IMDB Review,131
negative,IMDB Review,278
positive,IMDB Review,121
positive,IMDB Review,77
positive,IMDB Review,353
negative,IMDB Review,221
negative,IMDB Review,92
negative,IMDB Review,126
positive,IMDB Review,241
positive,IMDB Review,355
positive,IMDB Review,124
negative,IMDB Review,362
negative,IMDB Review,422
negative,IMDB Review,129
negative,IMDB Review,225
positive,IMDB Review,751
negative,IMDB Review,103
negative,IMDB Review,133
negative,IMDB Review,201
positive,IMDB Review,159
negative,IMDB Review,301
negative,IMDB Review,206
negative,IMDB Review,139
positive,IMDB Review,392
positive,IMDB Review,164
positive,IMDB Review,91
negative,IMDB Review,235
positive,IMDB Review,305
negative,IMDB Review,379
positive,IMDB Review,177
positive,IMDB Review,58
negative,IMDB Review,528
negative,IMDB Review,136
negative,IMDB Review,619
positive,IMDB Review,98
positive,IMDB Review,155
negative,IMDB Review,311
positive,IMDB Review,177
positive,IMDB Review,207
negative,IMDB Review,256
negative,IMDB Review,162
negative,IMDB Review,42
positive,IMDB Review,156
negative,IMDB Review,137
negative,IMDB Review,276
negative,IMDB Review,129
positive,IMDB Review,272
negative,IMDB Review,267
positive,IMDB Review,309
negative,IMDB Review,790
negative,IMDB Review,540
positive,IMDB Review,74
positive,IMDB Review,142
positive,IMDB Review,515
positive,IMDB Review,176
positive,IMDB Review,259
negative,IMDB Review,185
positive,IMDB Review,137
negative,IMDB Review,325
negative,IMDB Review,160
positive,IMDB Review,263
positive,IMDB Review,124
negative,IMDB Review,301
positive,IMDB Review,334
positive,IMDB Review,278
negative,IMDB Review,145
positive,IMDB Review,479
positive,IMDB Review,572
negative,IMDB Review,470
negative,IMDB Review,215
negative,IMDB Review,712
negative,IMDB Review,44
negative,IMDB Review,129
negative,IMDB Review,193
negative,IMDB Review,255
positive,IMDB Review,132
positive,IMDB Review,340
positive,IMDB Review,131
positive,IMDB Review,115
negative,IMDB Review,645
negative,IMDB Review,81
positive,IMDB Review,197
negative,IMDB Review,146
negative,IMDB Review,8
negative,IMDB Review,330
negative,IMDB Review,182
negative,IMDB Review,137
positive,IMDB Review,113
negative,IMDB Review,75
negative,IMDB Review,92
positive,IMDB Review,329
negative,IMDB Review,210
negative,IMDB Review,220
positive,IMDB Review,223
negative,IMDB Review,130
positive,IMDB Review,176
negative,IMDB Review,129
negative,IMDB Review,414
negative,IMDB Review,193
negative,IMDB Review,313
positive,IMDB Review,229
negative,IMDB Review,104
positive,IMDB Review,160
negative,IMDB Review,153
positive,IMDB Review,102
positive,IMDB Review,41
negative,IMDB Review,127
positive,IMDB Review,246
negative,IMDB Review,365
negative,IMDB Review,184
negative,IMDB Review,119
negative,IMDB Review,83
negative,IMDB Review,134
positive,IMDB Review,274
positive,IMDB Review,154
negative,IMDB Review,225
positive,IMDB Review,148
positive,IMDB Review,312
positive,IMDB Review,301
negative,IMDB Review,200
positive,IMDB Review,137
negative,IMDB Review,301
negative,IMDB Review,124
negative,IMDB Review,182
negative,IMDB Review,221
positive,IMDB Review,816
negative,IMDB Review,319
negative,IMDB Review,692
negative,IMDB Review,114
